Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
42659-00,173,Superficial transplantation of cornea,Superficial transplantation of cornea,1/7/1998,,,,,,
42662-00,182,Full thickness transplantation of sclera,Full thickness transplantation of sclera,1/7/1998,,,,,,
42665-00,182,Superficial transplantation of sclera,Superficial transplantation of sclera,1/7/1998,,,,,,
42667-00,174,Manipulation of running corneal suture,Manipulation of running corneal suture,1/7/1998,1/7/2017,,,,,
42668-00,166,Removal of corneal sutures,Removal of corneal sutures,1/7/1998,,,,,,
42671-00,173,Refractive keratoplasty,Refractive keratoplasty,1/7/1998,1/7/2006,,,,,
42671-01,173,Refractive keratoplasty by laser,Refractive keratoplasty by laser,1/7/1998,1/7/2006,,,,,
42672-00,167,Incision of cornea,Incision of cornea,1/7/2006,,,,,,
42672-01,167,"Incision of cornea, nonpenetrating, with compression sutures for correction of surgically induced astigmatism",Inc cornea w comprs sut cor ind astgmtsm,1/7/2006,1/7/2017,,,,,
42674-00,167,"Incision of cornea, nonpenetrating, for correction of surgically induced astigmatism",Inc cornea for surg induced astigmatism,1/7/1998,1/7/2006,,,,,
42674-01,167,"Incision of cornea, nonpenetrating, with compression sutures for correction of surgically induced astigmatism","Inc cornea w comprs sut, ind astigmatism",1/7/1998,1/7/2006,,,,,
42676-00,254,Biopsy of conjunctiva,Biopsy of conjunctiva,1/7/1998,,,,,,
42677-00,253,Cauterisation of conjunctiva,Cauterisation of conjunctiva,1/7/1998,1/7/2019,,,,,
42677-01,168,Thermocauterisation of cornea,Thermocauterisation of cornea,1/7/1998,1/7/2017,,,,,
42680-00,253,Cryotherapy of conjunctiva,Cryotherapy of conjunctiva,1/7/1998,1/7/2019,,,,,
42680-01,168,Cryotherapy of cornea,Cryotherapy of cornea,1/7/1998,1/7/2017,,,,,
42683-00,254,Excision of lesion or tissue of conjunctiva,Excision lesion or tissue of conjunctiva,1/7/1998,,,,,,
42686-00,172,Excision of pterygium,Excision of pterygium,1/7/1998,,,,,,
42689-00,181,Excision of pinguecula,Excision of pinguecula,1/7/1998,,,,,,
42692-00,171,Excision of lesion of limbus,Excision of lesion of limbus,1/7/1998,,,,,,
42692-01,169,Biopsy of cornea,Biopsy of cornea,1/7/1998,,,,,,
42695-00,171,Excision of lesion of limbus with keratectomy or sclerectomy,"Exc lsn limbus w keratectomy/sclerectomy",1/7/1998,,,,,,
42695-01,171,Excision of lesion of limbus with sclerectomy,Excision lesion of limbus w sclerectomy,1/7/1998,1/7/2017,,,,,
42698-00,195,Intracapsular extraction of crystalline lens,Intracapsular extr crystalline lens,1/7/1998,1/7/2017,,,,,
42698-01,196,Extracapsular extraction of crystalline lens by simple aspiration (and irrigation) technique,Extracapsular lens extr by aspr tech,1/7/1998,1/7/2017,,,,,
42698-02,197,Extracapsular extraction of crystalline lens by phacoemulsification and aspiration of cataract,Phacoemulsification & aspr cataract,1/7/1998,1/7/2017,,,,,
42698-03,198,Extracapsular extraction of crystalline lens by mechanical phacofragmentation and aspiration of cataract,Phacofragmtn & aspiration cataract,1/7/1998,1/7/2017,,,,,
42698-04,199,Other extracapsular extraction of crystalline lens,"Oth extracapsular extr, crystalline lens",1/7/1998,1/7/2017,,,,,
42698-05,200,Other extraction of crystalline lens,Other extraction of crystalline lens,1/7/1998,,,,,,
42698-06,200,Intracapsular extraction of crystalline lens,Intracapsular extr of crystalline lens,1/7/2017,,,,,,
42698-07,200,Phacoemulsification of crystalline lens,Phacoem of crystalline lens,1/7/2017,,,,,,
42698-08,200,Other extracapsular extraction of crystalline lens,Oth extrcpslr extr crystalline lens,1/7/2017,,,,,,
42701-00,193,Insertion of intraocular lens,Insertion of intraocular lens,1/7/1998,,,,,,
42701-01,193,Insertion of other artificial lens,Insertion of other artificial lens,1/7/1998,1/7/2017,,,,,
42702-00,195,Intracapsular extraction of crystalline lens with insertion of foldable artificial lens,"Intracapsular lens extr w IOL, foldable",1/7/1998,1/7/2017,,,,,
42702-01,195,Intracapsular extraction of crystalline lens with insertion of other artificial lens,"Intracapsular lens extr w IOL, other",1/7/1998,1/7/2017,,,,,
42702-02,196,Extracapsular extraction of crystalline lens by simple aspiration (and irrigation) technique with insertion of foldable artificial lens,Extracapsular lens extr by aspr IOL fold,1/7/1998,1/7/2017,,,,,
42702-03,196,Extracapsular extraction of crystalline lens by simple aspiration (and irrigation) technique with insertion of other artificial lens,Extracapsular lens extr by aspr IOL oth,1/7/1998,1/7/2017,,,,,
42702-04,197,Extracapsular extraction of crystalline lens by phacoemulsification and aspiration of cataract with insertion of foldable artificial lens,Phacoem & aspr cataract w IOL foldable,1/7/1998,1/7/2017,,,,,
42702-05,197,Extracapsular extraction of crystalline lens by phacoemulsification and aspiration of cataract with insertion of other artificial lens,Phacoem & aspr cataract w IOL other,1/7/1998,1/7/2017,,,,,
42702-06,198,Extracapsular extraction of crystalline lens by mechanical phacofragmentation and aspiration of cataract with insertion of foldable artificial lens,"Phacofragmtn & aspr cataract w IOL, fold",1/7/1998,1/7/2017,,,,,
42702-07,198,Extracapsular extraction of crystalline lens by mechanical phacofragmentation and aspiration of cataract with insertion of other artificial lens,Phacofragmtn & aspr cataract w IOL other,1/7/1998,1/7/2017,,,,,
42702-08,199,Other extracapsular extraction of crystalline lens with insertion of foldable artificial lens,"Oth extrcpslr lens extr w IOL, foldable",1/7/1998,1/7/2017,,,,,
42702-09,199,Other extracapsular extraction of crystalline lens with insertion of other artificial lens,"Oth extracapsular lens extr w IOL, other",1/7/1998,1/7/2017,,,,,
42702-10,200,Other extraction of crystalline lens with insertion of foldable artificial lens,"Other extraction lens with IOL, foldable",1/7/1998,1/7/2017,,,,,
42702-11,200,Other extraction of crystalline lens with insertion of other artificial lens,"Other extraction lens w IOL, other",1/7/1998,1/7/2017,,,,,
42703-00,193,Insertion of intraocular lens into posterior chamber and suture to iris or sclera,IOL post cham sut iris sclera,1/7/1998,,,,,,
42704-00,194,Removal of intraocular lens,Removal of intraocular lens,1/7/1998,,,,,,
42704-01,203,Repositioning of intraocular lens,Repositioning of intraocular lens,1/7/1998,,,,,,
42705-00,200,Extraction of crystalline lens with implantation of trans-trabecular drainage device,Extr crystaline lens w impl TT drain dev,1/7/2019,,,,,,
42707-00,194,Replacement of intraocular lens,Replacement of intraocular lens,1/7/1998,,,,,,
42710-00,194,Replacement of intraocular lens into posterior chamber and suture to iris or sclera,Replace intraocul lens post cham sut,1/7/1998,,,,,,
42713-00,203,Fixation of intraocular lens with suture of iris,Fixation of intraocular lens w sut iris,1/7/1998,,,,,,
42716-00,202,Removal of juvenile cataract,Removal of juvenile cataract,1/7/1998,1/7/2017,,,,,
42719-00,201,Capsulectomy of lens,Capsulectomy of lens,1/7/1998,1/7/2017,,,,,
42719-01,207,"Removal of vitreous, limbal approach","Removal of vitreous, limbal approach",1/7/1998,,,,,,
42719-02,201,Mechanical fragmentation of secondary membrane,Mechanical fragmentation sec membrane,1/7/1998,1/7/2017,,,,,
42722-00,201,Capsulectomy of lens by posterior chamber sclerotomy,Capsulectomy lens by post cham sclerotmy,1/7/1998,1/7/2017,,,,,
42722-01,207,Removal of vitreous with division of vitreal bands,"R/O vitreous w division of vitreal bands",1/7/1998,1/7/2017,,,,,
42725-00,207,"Removal of vitreous, pars plana approach","R/O vitreous pars plana approach",1/7/1998,,,,,,
42731-00,201,Capsulectomy of lens by posterior chamber sclerotomy with removal of vitreous,"Capsulectmy lens by sclerotmy w R/O vitr",1/7/1998,1/7/2017,,,,,
42731-01,200,Extraction of crystalline lens with removal of vitreous,"Extr of crystalline lens w R/O vitr",1/7/1998,,,,,,
42734-00,201,Capsulotomy of lens,Capsulotomy of lens,1/7/1998,1/7/2017,,,,,
42734-01,203,Capsulotomy of lens,Capsulotomy of lens,1/7/2017,,,,,,
42737-00,201,Needling of posterior capsule of lens,Needling of posterior capsule of lens,1/7/1998,1/7/2017,,,,,
42737-01,203,Needling of posterior capsule of lens,Needling of posterior capsule of lens,1/7/2017,,,,,,
42740-00,204,Aspiration of aqueous,Aspiration of aqueous,1/7/1998,,,,,,
42740-01,204,Aspiration of vitreous,Aspiration of vitreous,1/7/1998,,,,,,
42740-02,185,Administration of therapeutic agent into anterior chamber,Admin therapeutic agt into ant chamber,1/7/1998,,,,,,
42740-03,209,Administration of therapeutic agent into posterior chamber,Admin therapeutic agt in post chamber,1/7/1998,,,,,,
42740-04,204,Therapeutic aspiration of aqueous humor,Therapeutic aspiration aqueous humor,1/7/1998,1/7/2017,,,,,
42740-05,204,Therapeutic aspiration of vitreous,Therapeutic aspiration of vitreous,1/7/1998,1/7/2017,,,,,
42743-00,185,Irrigation of anterior chamber,Irrigation of anterior chamber,1/7/1998,,,,,,
42746-00,191,"Management of postoperative hypotony/fistula using tamponade device","Mgmt postop hypotony/fistula tampnd dev",1/7/1998,1/7/2017,,,,,
42746-01,191,Iridencleisis or iridotasis,Iridencleisis or iridotasis,1/7/1998,1/7/2017,,,,,
42746-02,191,Trephination of sclera with iridectomy,Trephination of sclera with iridectomy,1/7/1998,1/7/2017,,,,,
42746-03,191,Thermocauterisation of sclera with iridectomy,Thermocauterisation sclera w iridectomy,1/7/1998,1/7/2017,,,,,
42746-04,191,Trabeculectomy,Trabeculectomy,1/7/1998,,,,,,
42746-05,191,"Other filtering (fistulisation) procedures for glaucoma, not elsewhere classified",Other filtering proc for glaucoma NEC,1/7/1998,,,,,,
42749-00,191,Revision of scleral fistulisation procedure,Revision of scleral fistulisation proc,1/7/1998,,,,,,
42752-00,191,Insertion of aqueous shunt,Insertion of aqueous shunt,1/7/1998,,,,,,
42755-00,191,Removal of aqueous shunt,Removal of aqueous shunt,1/7/1998,,,,,,
42758-00,191,Goniotomy,Goniotomy,1/7/1998,,,,,,
42761-00,186,Division of synechiae or corneovitreal adhesions,"Div of synechiae/corneovitreal adhes",1/7/1998,,,,,,
42761-01,186,Division of posterior synechiae,Division of posterior synechiae,1/7/1998,1/7/2017,,,,,
42761-02,186,Division of corneovitreal adhesions,Division of corneovitreal adhesions,1/7/1998,1/7/2017,,,,,
42764-00,187,Iridotomy,Iridotomy,1/7/1998,,,,,,
42764-01,189,Biopsy of iris,Biopsy of iris,1/7/1998,1/7/2017,,,,,
42764-02,187,Sphincterotomy of iris,Sphincterotomy of iris,1/7/1998,1/7/2017,,,,,
42764-03,190,Iridoplasty,Iridoplasty,1/7/1998,,,,,,
42764-04,189,Iridectomy,Iridectomy,1/7/1998,,,,,,
42767-00,189,Excision of lesion of ciliary body,Excision of lesion of ciliary body,1/7/1998,1/7/2017,,,,,
42767-01,189,Excision of lesion involving ciliary body and iris,Excision lesion inv ciliary body & iris,1/7/1998,1/7/2004,,,,,
42770-00,191,Destruction of ciliary body,Destruction of ciliary body,1/7/1998,,,,,,
42773-00,212,Repair of retinal detachment by diathermy,Repair retinal detachment by diathermy,1/7/1998,1/7/2017,,,,,
42773-01,212,Pneumatic retinopexy,Pneumatic retinopexy,1/7/1998,,,,,,
42776-00,212,Scleral buckling,Scleral buckling,1/7/1998,,,,,,
42779-00,213,Revision of retinal detachment procedure,Revision retinal detachment proc,1/7/1998,,,,,,
42782-00,191,Trabeculoplasty,Trabeculoplasty,1/7/1998,,,,,,
42785-00,188,Iridotomy by laser,Iridotomy by laser,1/7/1998,1/7/2017,,,,,
42785-01,190,Iridoplasty by laser,Iridoplasty by laser,1/7/1998,1/7/2017,,,,,
42788-00,201,Capsulotomy of lens by laser,Capsulotomy of lens by laser,1/7/1998,1/7/2017,,,,,
42791-00,206,Intracameral laser lysis of vitreous humor,"Intracameral laser lysis, vitreous humor",1/7/1998,1/7/2017,,,,,
42791-01,206,Intracameral laser lysis of fibrin,Intracameral laser lysis of fibrin,1/7/1998,1/7/2017,,,,,
42791-02,201,Corticolysis of lens material by laser,Corticolysis of lens material by laser,1/7/1998,1/7/2017,,,,,
42791-03,206,Destruction procedures on aqueous or vitreous,Dest proc on aqueous or vitreous,1/7/2017,,,,,,
42794-00,191,Division of scleral sutures by laser following trabeculoplasty,Laser div scleral sut foll trabeculoply,1/7/1998,1/7/2017,,,,,
42797-00,179,Coagulation of scleral blood vessels by laser,Coagulation scleral blood vesl by laser,1/7/1998,1/7/2017,,,,,
42797-01,168,Coagulation of corneal blood vessels by laser,Coagulation corneal blood vesl by laser,1/7/1998,1/7/2017,,,,,
42797-02,168,Destruction of cornea by laser,Destruction of cornea by laser,1/7/1998,1/7/2017,,,,,
42797-03,168,Destruction procedures on cornea,Destruction procedures on cornea,1/7/2017,,,,,,
42800-00,168,Removal of pterygium by laser,Removal of pterygium by laser,1/7/1998,1/7/2008,,,,,
42801-00,177,"Implantation of brachytherapy applicator, eye",Impl of brachytherapy applicator eye,1/7/2010,,,,,,
42802-00,177,"Removal of brachytherapy applicator, eye",Removal of brachytherapy applicator eye,1/7/2010,,,,,,
42803-00,179,Destruction of pinguecula by laser,Destruction of pinguecula by laser,1/7/1998,1/7/2008,,,,,
42805-00,177,Insertion of tantalum markers to the sclera,Ins of tantalum markers to the sclera,1/7/2008,,,,,,
42806-00,188,Destruction of lesion of iris or ciliary body,Destruction lesion iris or ciliary body,1/7/1998,,,,,,
42807-00,190,Laser photomydriasis,Laser photomydriasis,1/7/1998,1/7/2017,,,,,
42808-00,190,Laser photoiridosyneresis,Laser photoiridosyneresis,1/7/1998,1/7/2017,,,,,
42809-00,211,"Destruction procedures on retina, choroid or posterior chamber",Dest proc on retina choroid post chamber,1/7/1998,,,,,,
42809-01,212,Repair of retinal detachment by photocoagulation,Repair retinal detach w photocoagulation,1/7/1998,,,,,,
42810-00,170,Phototherapeutic keratectomy [PTK],Phototherapeutic keratectomy [PTK],1/7/1998,,,,,,
42811-00,211,Transpupillary thermotherapy,Transpupillary thermotherapy,1/7/2008,1/7/2017,,,,,
42812-00,209,Removal of surgically implanted material from posterior segment of eye,"R/O surg impl material, post segment eye",1/7/1998,,,,,,
42815-00,205,Removal of vitreous substitutes,Removal of vitreous substitutes,1/7/1998,,,,,,
42818-00,211,Cryotherapy of retina with external probe,Cryotherapy of retina w external probe,1/7/1998,1/7/2017,,,,,
42818-01,188,Cryotherapy of ciliary body with external probe,Cryotherapy of ciliary body w ext probe,1/7/1998,1/7/2017,,,,,
42821-00,229,Ocular transillumination,Ocular transillumination,1/7/1998,1/7/2019,,,,,
42824-00,221,Retrobulbar administration of alcohol or other drug,"Retrobulbar admin alcohol / other drug",1/7/1998,,,,,,
42824-01,251,Subconjunctival administration of agent,Subconjunctival administration of agent,1/7/2000,,,,,,
42827-00,230,Administration of botulinum toxin into eyelid,Admin of botulinum toxin into eyelid,1/7/1998,1/7/2006,,,,,
42830-00,216,Administration of botulinum toxin for strabismus,Admin botulinum toxin for strabismus,1/7/1998,1/7/2006,,,,,
42833-00,216,"Strabismus procedure involving 1 or 2 muscles, 1 eye",Strabismus proc inv 1 or 2 muscles 1 eye,1/7/1998,,,,,,
42833-01,216,"Strabismus procedure involving 1 or 2 muscles, both eyes","Strabismus proc inv 1 or 2 musc, 2 eyes",1/7/1998,,,,,,
42833-02,219,"Reoperation of strabismus procedure involving muscles of eye, second procedure",Reop strabms inv musc of eye 2nd proc,1/7/1998,,,,,,
42833-03,219,"Re-operation of strabismus procedure involving 1 or 2 muscles, both eyes, second procedure","Reop strabms 1 / 2 musc bth eye 2nd proc",1/7/1998,1/7/2017,,,,,
42836-00,219,"Reoperation of strabismus procedure involving muscles of eye, third or subsequent procedure","Reop strabms inv musc of eye 3rd/subsqt",1/7/1998,,,,,,
42836-01,219,"Re-operation of strabismus procedure involving 1 or 2 muscles, both eyes, third or subsequent procedure","Reop strabms 1 or 2 musc eyes 3rd/subsqt",1/7/1998,1/7/2017,,,,,
42839-00,216,"Strabismus procedure involving 3 or more muscles, 1 eye","Strabismus proc inv >= 3 muscles, 1 eye",1/7/1998,,,,,,
42839-01,216,"Strabismus procedure involving 3 or more muscles, both eyes","Strabismus proc inv >= 3 muscles, 2 eyes",1/7/1998,,,,,,
42839-02,219,"Re-operation of strabismus procedure involving 3 or more muscles, 1 eye, second procedure","Reop strabms >= 3 musc 1 eye, 2nd proc",1/7/1998,1/7/2017,,,,,
42839-03,219,"Re-operation of strabismus procedure involving 3 or more muscles, both eyes, second procedure","Reop strabms >= 3 musc 2 eyes, 2nd proc",1/7/1998,1/7/2017,,,,,
42842-00,219,"Re-operation of strabismus procedure involving 3 or more muscles, 1 eye, third or subsequent procedure","Reop strabms >= 3 musc 1 eye 3rd/subsqt",1/7/1998,1/7/2017,,,,,
42842-01,219,"Re-operation of strabismus procedure involving >= 3 muscles, both eyes, third or subsequent procedure","Reop strabms >= 3 musc 2 eyes 3rd/subsqt",1/7/1998,1/7/2017,,,,,
42845-00,218,"Adjustment of sutures, 1 eye following previous surgery for correction of strabismus",Adjust sut 1 eye foll prev strabms surg,1/7/1998,,,,,,
42845-01,218,"Adjustment of sutures, both eyes following previous surgery for correction of strabismus",Adjust sut 2 eyes foll prev strabms surg,1/7/1998,,,,,,
42848-00,216,Muscle transplant for strabismus,Muscle transplant for strabismus,1/7/1998,,,,,,
42848-01,219,Reoperation of muscle transplant procedure for strabismus,Reop musc trnsplnt for strabms,1/7/1998,,,,,,
42851-00,219,"Re-operation of muscle transplant procedure for strabismus, third or subsequent procedure","Reop musc trnsplnt strabms third/subsqt",1/7/1998,1/7/2017,,,,,
42854-00,217,Repair of ruptured extraocular muscle,Repair of ruptured extraocular muscle,1/7/1998,,,,,,
42854-01,236,Repair of medial palpebral ligament,Repair of medial palpebral ligament,1/7/1998,1/7/2019,,,,,
42857-00,163,Resuture of operative wound following previous intraocular procedure,Resut op wound foll prev intraocul proc,1/7/1998,,,,,,
42857-01,163,Resuture of operative wound following previous intraocular procedure with excision of prolapsed iris,Resut op wnd foll prev proc w exc iris,1/7/1998,,,,,,
